0.000000000000000000e+00,8.000000000000000000e+00,2.400000000000000000e+01,2.310000000000000000e+02,6.200000000000000000e+01,9.000000000000000000e+01,6.888888888888888840e-01,1.303880989368383370e+00,2.183406113537117790e-02,2.830000000000000000e+02,5.076923076923076650e+00,4.240282685512367783e-02,3.533568904593639703e-02,1.095406360424028280e-01,9.187279151943462951e-02,2.245172418646728882e-02
0.000000000000000000e+00,5.000000000000000000e+00,1.150000000000000000e+02,2.590000000000000000e+02,1.880000000000000000e+02,2.320000000000000000e+02,8.103448275862068506e-01,2.668096527958380371e+00,1.179039301310043641e-01,5.141000000000000000e+03,6.666666666666667140e+01,7.780587434351293047e-04,7.780587434351293047e-04,4.084808403034428936e-02,1.225442520910328785e-02,3.801755303819329690e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.150000000000000000e+02,4.010000000000000000e+02,1.883000000000000000e+03,6.820000000000000000e+02,2.760997067448680564e+00,1.560213151262734499e+01,-2.563318777292576289e+00,1.330000000000000000e+02,1.899999999999999911e+00,9.699248120300751896e-01,5.488721804511278446e-01,7.518796992481202590e-03,7.518796992481202590e-03,1.430158084834343840e-02
1.000000000000000000e+00,1.100000000000000000e+01,5.200000000000000000e+01,4.000000000000000000e+00,1.940000000000000000e+02,4.700000000000000000e+01,4.127659574468085069e+00,1.141907589560909919e+01,1.002500000000000036e+01,6.400000000000000000e+01,2.133333333333333215e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.917840578457638251e-03
1.000000000000000000e+00,1.100000000000000000e+01,9.500000000000000000e+01,4.500000000000000000e+01,8.430000000000000000e+02,6.510000000000000000e+02,1.294930875576036922e+00,1.891500099837919180e+01,5.056768558951964643e+00,3.100000000000000000e+02,1.790909090909091006e+01,6.258064516129032695e-01,1.677419354838709797e-01,9.677419354838710103e-03,9.677419354838710103e-03,2.037357315807679023e-02
0.000000000000000000e+00,1.500000000000000000e+01,0.000000000000000000e+00,3.000000000000000000e+00,3.900000000000000000e+01,2.200000000000000000e+01,1.772727272727272707e+00,1.295963711360704984e+00,2.620087336244541348e-02,6.100000000000000000e+01,1.450000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.540983606557376540e-01,1.803278688524590223e-01,1.934366938352231544e-02
1.000000000000000000e+00,1.100000000000000000e+01,2.100000000000000000e+01,6.000000000000000000e+00,1.260000000000000000e+02,1.900000000000000000e+01,6.631578947368421240e+00,5.397043819957182187e+00,1.965065502183405977e-01,1.640000000000000000e+02,8.200000000000000000e+01,1.975609756097560954e+00,6.280487804878048808e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.499458043170938976e-02
1.000000000000000000e+00,1.400000000000000000e+01,1.340000000000000000e+02,4.900000000000000000e+01,3.000000000000000000e+02,2.120000000000000000e+02,1.415094339622641417e+00,5.732500340980283049e+00,4.847161572052401945e-01,9.900000000000000000e+01,8.636363636363636687e+00,5.050505050505050414e-02,5.050505050505050414e-02,2.323232323232323204e-01,9.090909090909091161e-02,2.407226397108280097e-02
1.000000000000000000e+00,1.500000000000000000e+01,1.010000000000000000e+02,4.900000000000000000e+01,7.230000000000000000e+02,2.820000000000000000e+02,2.563829787234042534e+00,1.303631596209234011e+01,-1.218340611353711855e+00,3.300000000000000000e+01,1.100000000000000000e+01,3.030303030303030387e-02,3.030303030303030387e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.575842696629213557e-02
0.000000000000000000e+00,6.000000000000000000e+00,2.500000000000000000e+01,1.270000000000000000e+02,9.400000000000000000e+01,6.600000000000000000e+01,1.424242424242424310e+00,1.227746163613840258e+00,1.746724890829694232e-02,7.720000000000000000e+02,1.790909090909091006e+01,2.590673575129533775e-03,2.590673575129533775e-03,1.360103626943005295e-01,4.015544041450776896e-02,4.005066262128975652e-02
1.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00,2.930000000000000000e+02,2.040000000000000000e+02,7.800000000000000000e+02,2.615384615384615530e-01,6.949380885613357428e+00,-6.986899563318776929e-02,2.102000000000000000e+03,1.052631578947368496e+01,1.284490960989533720e-02,1.094196003805899230e-02,9.086584205518553892e-02,3.187440532825880357e-02,1.242939057330849223e-01
0.000000000000000000e+00,8.000000000000000000e+00,1.800000000000000000e+01,5.520000000000000000e+02,1.900000000000000000e+01,1.300000000000000000e+01,1.461538461538461453e+00,1.300232919644809249e+00,1.746724890829694232e-02,5.110000000000000000e+02,2.469135802469135665e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.522504892367905871e-02,1.174168297455968624e-02,4.727679639105035209e-04
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01,4.830000000000000000e+02,8.870000000000000000e+02,4.250000000000000000e+02,2.087058823529411633e+00,1.006243914022052621e+01,-7.248908296943231688e-01,2.050000000000000000e+02,1.941747572815534006e+00,8.634146341463414531e-01,5.804878048780487410e-01,2.439024390243902385e-01,1.121951219512195147e-01,1.180624715098902398e-02
0.000000000000000000e+00,1.200000000000000000e+01,7.700000000000000000e+01,2.700000000000000000e+01,5.100000000000000000e+01,5.200000000000000000e+01,9.807692307692307265e-01,1.422102261307416793e+00,2.620087336244541348e-02,1.091000000000000000e+03,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.860678276810265874e-01,2.658111824014665336e-02,1.127005477064121491e-01
0.000000000000000000e+00,6.000000000000000000e+00,4.900000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00,4.000000000000000000e+00,1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,4.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.555555555555555802e-01,1.062992125984251954e-02
1.000000000000000000e+00,1.300000000000000000e+01,5.100000000000000000e+01,2.190000000000000000e+02,1.938000000000000000e+03,1.545000000000000000e+03,1.254368932038834927e+00,3.888646903771568741e+00,2.751091703056768312e-01,1.700000000000000000e+02,1.349206349206349298e+00,9.588235294117647411e-01,9.529411764705881804e-01,1.176470588235294101e-02,1.176470588235294101e-02,8.153881327451879824e-03
0.000000000000000000e+00,1.400000000000000000e+01,1.590000000000000000e+02,8.000000000000000000e+01,8.290000000000000000e+02,7.100000000000000000e+02,1.167605633802816900e+00,4.207110392502640295e+00,-2.576419213973799027e-01,1.283200000000000000e+04,6.666666666666667140e+01,1.558603491271820410e-04,1.558603491271820410e-04,1.613154613466334306e-02,4.675810473815461229e-04,1.850186105874751297e+00
1.000000000000000000e+00,1.500000000000000000e+01,3.300000000000000000e+01,1.040000000000000000e+02,3.560000000000000000e+02,2.100000000000000000e+01,1.695238095238095255e+01,1.667076364493961549e+01,-2.286821705426356655e+00,1.120000000000000000e+02,4.307692307692307487e+00,8.750000000000000000e-01,8.660714285714286031e-01,5.357142857142856845e-02,5.357142857142856845e-02,1.842938829240198945e-02
0.000000000000000000e+00,9.000000000000000000e+00,4.000000000000000000e+01,8.570000000000000000e+02,2.640000000000000000e+02,5.330000000000000000e+02,4.953095684803001664e-01,1.975523125964956828e+00,5.240174672489082697e-02,2.374000000000000000e+03,5.852941176470587870e+00,2.695871946082560935e-02,2.485256950294861128e-02,5.349620893007581840e-02,2.780117944397640997e-02,1.898183850738595080e-01
1.000000000000000000e+00,1.200000000000000000e+01,5.000000000000000000e+01,3.210000000000000000e+02,1.204000000000000000e+03,1.096000000000000000e+03,1.098540145985401395e+00,8.531133423027824847e+00,-3.406113537117904100e-01,6.800000000000000000e+01,2.000000000000000000e+00,9.117647058823529216e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.660864065198104922e-02
0.000000000000000000e+00,1.100000000000000000e+01,8.800000000000000000e+01,3.000000000000000000e+01,1.060000000000000000e+02,3.400000000000000000e+01,3.117647058823529438e+00,1.626550205509346592e+00,4.803493449781659486e-02,2.540000000000000000e+02,7.692307692307692513e+00,7.874015748031495954e-03,7.874015748031495954e-03,5.039370078740157410e-01,1.535433070866141780e-01,1.570589114548617479e-02
